AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2015-07-03,Afternoon,Telangana,Rainy,Under Construction,7,Driver Fatigue
2006-03-01,Morning,Tripura,Rainy,Fine,7,Poor Visibility
2017-04-17,Afternoon,Nagaland,Foggy,Fine,9,Speeding
2010-01-29,Night,Andhra Pradesh,Rainy,Rough,2,Weather Conditions
2005-08-02,Morning,Mizoram,Clear,Rough,9,Speeding
2001-12-20,Afternoon,Rajasthan,Clear,Under Construction,4,Distracted Driving
2017-08-31,Afternoon,Andhra Pradesh,Clear,Fine,5,Drunk Driving
2011-03-17,Afternoon,Uttar Pradesh,Foggy,Rough,5,Speeding
2009-04-19,Morning,Himachal Pradesh,Foggy,Rough,8,Weather Conditions
2008-08-31,Night,Uttar Pradesh,Rainy,Under Construction,6,Poor Visibility
2013-05-15,Afternoon,Arunachal Pradesh,Rainy,Under Construction,2,Poor Visibility
2017-04-30,Morning,Assam,Rainy,Rough,7,Weather Conditions
2002-12-19,Morning,Gujarat,Foggy,Under Construction,1,Distracted Driving
2001-05-31,Morning,Madhya Pradesh,Clear,Fine,9,Speeding
2001-01-29,Morning,Nagaland,Clear,Under Construction,10,Poor Visibility
2003-03-13,Night,Nagaland,Rainy,Rough,4,Distracted Driving
2018-02-19,Night,Odisha,Foggy,Fine,5,Poor Visibility
2015-11-30,Night,Andhra Pradesh,Foggy,Under Construction,8,Speeding
2008-08-15,Night,Tripura,Rainy,Rough,0,Speeding
2009-07-12,Night,Maharashtra,Foggy,Under Construction,9,Drunk Driving
2012-07-30,Night,Punjab,Rainy,Fine,9,Mechanical Failure
2020-12-23,Morning,Chhattisgarh,Clear,Rough,1,Weather Conditions
2017-09-28,Night,Madhya Pradesh,Clear,Under Construction,10,Road Conditions
2006-06-28,Night,Tripura,Rainy,Rough,3,Reckless Driving
2009-01-02,Evening,Chhattisgarh,Clear,Under Construction,8,Reckless Driving
2007-03-24,Afternoon,West Bengal,Foggy,Rough,1,Drunk Driving
2022-11-15,Morning,Jharkhand,Foggy,Under Construction,3,Poor Visibility
2019-10-02,Night,Jharkhand,Clear,Rough,2,Road Conditions
2021-09-13,Evening,Goa,Clear,Under Construction,10,Road Conditions
2021-10-29,Night,Nagaland,Foggy,Under Construction,3,Driver Fatigue
2022-12-24,Afternoon,Madhya Pradesh,Clear,Rough,6,Driver Fatigue
2022-12-12,Evening,Telangana,Clear,Rough,5,Road Conditions
2013-07-19,Afternoon,Andhra Pradesh,Rainy,Fine,2,Mechanical Failure
2005-03-26,Afternoon,Andhra Pradesh,Rainy,Rough,10,Drunk Driving
2022-05-05,Evening,Jharkhand,Clear,Under Construction,7,Road Conditions
2017-11-04,Night,Tamil Nadu,Foggy,Under Construction,3,Driver Fatigue
2013-06-07,Night,Meghalaya,Clear,Fine,5,Speeding
2019-08-21,Night,Haryana,Rainy,Rough,4,Mechanical Failure
2005-11-17,Morning,Madhya Pradesh,Rainy,Fine,7,Drunk Driving
2021-01-16,Night,Nagaland,Rainy,Fine,5,Speeding
2022-08-09,Night,Odisha,Clear,Under Construction,8,Reckless Driving
2006-06-07,Night,Mizoram,Clear,Fine,1,Mechanical Failure
2011-12-25,Afternoon,Goa,Foggy,Under Construction,3,Mechanical Failure
2020-01-12,Afternoon,Uttarakhand,Foggy,Fine,6,Road Conditions
2014-12-31,Night,West Bengal,Foggy,Rough,9,Poor Visibility
2015-08-26,Night,Maharashtra,Foggy,Fine,2,Speeding
2016-04-15,Night,Bihar,Foggy,Fine,10,Driver Fatigue
2019-09-24,Afternoon,Sikkim,Foggy,Rough,0,Poor Visibility
2006-10-03,Night,Arunachal Pradesh,Foggy,Rough,7,Driver Fatigue
2002-11-11,Afternoon,Goa,Foggy,Fine,6,Driver Fatigue
2003-06-20,Afternoon,Nagaland,Clear,Fine,10,Poor Visibility
2006-12-01,Night,Bihar,Rainy,Under Construction,2,Driver Fatigue
2004-04-02,Morning,Nagaland,Rainy,Under Construction,3,Drunk Driving
2019-07-25,Night,Tamil Nadu,Clear,Rough,7,Mechanical Failure
2007-01-18,Morning,Karnataka,Clear,Fine,8,Reckless Driving
2010-03-10,Morning,Mizoram,Clear,Rough,1,Reckless Driving
2001-04-30,Morning,Gujarat,Clear,Fine,10,Weather Conditions
2017-03-04,Afternoon,Bihar,Clear,Fine,0,Reckless Driving
2007-08-03,Night,Mizoram,Foggy,Rough,8,Drunk Driving
2016-11-01,Afternoon,West Bengal,Rainy,Under Construction,9,Distracted Driving
2016-07-17,Afternoon,Meghalaya,Clear,Fine,4,Distracted Driving
2016-02-06,Evening,Sikkim,Foggy,Fine,2,Speeding
2012-05-26,Evening,Meghalaya,Foggy,Rough,6,Drunk Driving
2010-07-04,Afternoon,Uttar Pradesh,Foggy,Under Construction,6,Distracted Driving
2010-01-28,Morning,Sikkim,Foggy,Under Construction,1,Weather Conditions
2009-10-27,Evening,Mizoram,Rainy,Under Construction,7,Distracted Driving
2013-01-27,Night,Uttarakhand,Clear,Rough,9,Distracted Driving
2014-04-19,Evening,Uttar Pradesh,Clear,Fine,0,Speeding
2019-01-01,Afternoon,Himachal Pradesh,Foggy,Fine,2,Poor Visibility
2021-11-02,Morning,Jharkhand,Clear,Fine,1,Drunk Driving
2014-01-28,Evening,Karnataka,Clear,Under Construction,4,Drunk Driving
2008-01-31,Evening,Assam,Clear,Fine,3,Weather Conditions
2019-09-06,Night,Bihar,Rainy,Fine,7,Drunk Driving
2019-01-07,Afternoon,Himachal Pradesh,Rainy,Fine,3,Poor Visibility
2015-05-25,Afternoon,Rajasthan,Clear,Fine,9,Distracted Driving
2017-12-10,Evening,Sikkim,Rainy,Under Construction,1,Road Conditions
2013-08-14,Evening,Manipur,Foggy,Fine,3,Poor Visibility
2010-08-12,Night,Uttar Pradesh,Clear,Fine,7,Mechanical Failure
2007-05-05,Morning,Mizoram,Foggy,Rough,1,Mechanical Failure
2003-01-20,Evening,Madhya Pradesh,Foggy,Under Construction,6,Weather Conditions
2008-09-25,Night,Uttarakhand,Rainy,Rough,2,Driver Fatigue
2002-04-07,Night,Manipur,Clear,Under Construction,10,Driver Fatigue
2005-10-13,Night,Arunachal Pradesh,Foggy,Rough,10,Drunk Driving
2013-02-26,Afternoon,Odisha,Foggy,Fine,7,Driver Fatigue
2010-08-10,Night,Uttar Pradesh,Clear,Rough,3,Weather Conditions
2012-08-14,Afternoon,Goa,Foggy,Under Construction,8,Poor Visibility
2023-12-17,Afternoon,Maharashtra,Rainy,Under Construction,5,Distracted Driving
2019-05-12,Afternoon,Arunachal Pradesh,Foggy,Rough,2,Weather Conditions
2001-06-24,Afternoon,Telangana,Rainy,Under Construction,6,Driver Fatigue
2020-12-23,Night,Punjab,Rainy,Fine,9,Mechanical Failure
2023-12-17,Evening,Nagaland,Foggy,Under Construction,2,Drunk Driving
2010-04-25,Afternoon,Rajasthan,Clear,Fine,0,Speeding
2017-08-18,Afternoon,Rajasthan,Rainy,Under Construction,9,Weather Conditions
2014-09-18,Afternoon,Arunachal Pradesh,Rainy,Fine,8,Road Conditions
2019-03-29,Evening,Punjab,Rainy,Under Construction,4,Reckless Driving
2013-10-13,Night,Meghalaya,Foggy,Fine,6,Weather Conditions
2015-05-30,Afternoon,Arunachal Pradesh,Clear,Rough,5,Reckless Driving
2014-05-08,Afternoon,Maharashtra,Rainy,Under Construction,8,Speeding
2020-10-21,Morning,Tripura,Clear,Fine,8,Weather Conditions
2008-04-17,Night,Arunachal Pradesh,Clear,Rough,6,Distracted Driving
2003-02-24,Evening,Tamil Nadu,Clear,Fine,10,Driver Fatigue
2014-03-14,Afternoon,Maharashtra,Rainy,Fine,2,Reckless Driving
2017-01-18,Afternoon,Uttar Pradesh,Rainy,Rough,2,Distracted Driving
2011-06-29,Evening,Madhya Pradesh,Rainy,Under Construction,8,Mechanical Failure
2014-12-17,Afternoon,Tripura,Foggy,Fine,0,Mechanical Failure
2007-08-04,Morning,Himachal Pradesh,Clear,Rough,9,Weather Conditions
2023-01-19,Night,Arunachal Pradesh,Clear,Under Construction,7,Road Conditions
2008-05-06,Night,Telangana,Clear,Fine,4,Weather Conditions
2016-12-30,Night,Sikkim,Rainy,Rough,2,Drunk Driving
2021-02-06,Morning,Mizoram,Clear,Rough,4,Speeding
2010-02-19,Morning,Punjab,Clear,Fine,7,Weather Conditions
2018-05-13,Morning,Sikkim,Clear,Under Construction,10,Reckless Driving
2016-07-25,Evening,Madhya Pradesh,Rainy,Rough,1,Mechanical Failure
2023-07-15,Afternoon,Odisha,Foggy,Rough,5,Driver Fatigue
2021-04-20,Evening,Andhra Pradesh,Rainy,Under Construction,8,Drunk Driving
2003-08-01,Morning,Nagaland,Rainy,Rough,3,Mechanical Failure
2019-11-30,Morning,Odisha,Foggy,Under Construction,5,Reckless Driving
2018-05-26,Night,Telangana,Rainy,Rough,7,Mechanical Failure
2006-03-13,Afternoon,Punjab,Clear,Fine,9,Drunk Driving
2003-09-27,Night,Maharashtra,Foggy,Rough,0,Mechanical Failure
2005-02-28,Afternoon,Himachal Pradesh,Foggy,Fine,4,Mechanical Failure
2009-01-02,Morning,Gujarat,Clear,Under Construction,3,Reckless Driving
2002-03-03,Night,Tamil Nadu,Foggy,Under Construction,5,Drunk Driving
2003-12-20,Night,Uttar Pradesh,Clear,Under Construction,5,Driver Fatigue
2019-04-01,Night,Tripura,Foggy,Rough,4,Poor Visibility
2010-07-10,Afternoon,Arunachal Pradesh,Clear,Fine,4,Reckless Driving
2005-09-19,Morning,Uttar Pradesh,Foggy,Under Construction,4,Drunk Driving
2002-03-31,Night,Uttarakhand,Foggy,Fine,5,Reckless Driving
2016-09-02,Afternoon,Goa,Rainy,Under Construction,3,Road Conditions
2019-11-02,Afternoon,Kerala,Rainy,Rough,5,Road Conditions
2021-06-27,Night,Telangana,Rainy,Fine,4,Driver Fatigue
2018-09-08,Afternoon,Sikkim,Clear,Fine,4,Distracted Driving
2018-08-27,Morning,Chhattisgarh,Clear,Under Construction,2,Distracted Driving
2013-07-15,Night,Gujarat,Clear,Fine,1,Mechanical Failure
2017-12-30,Night,Telangana,Rainy,Rough,1,Weather Conditions
2014-11-05,Night,Goa,Clear,Rough,8,Speeding
2006-05-20,Morning,Gujarat,Foggy,Under Construction,3,Drunk Driving
2023-02-16,Evening,Gujarat,Clear,Under Construction,7,Reckless Driving
2015-08-31,Evening,Assam,Foggy,Fine,8,Driver Fatigue
2000-02-08,Morning,Karnataka,Clear,Rough,6,Distracted Driving
2014-10-29,Afternoon,Tamil Nadu,Clear,Rough,6,Drunk Driving
2021-03-11,Night,Assam,Clear,Fine,3,Weather Conditions
2022-07-05,Night,Uttarakhand,Rainy,Under Construction,6,Poor Visibility
2000-05-05,Morning,Chhattisgarh,Rainy,Under Construction,5,Mechanical Failure
2013-12-01,Afternoon,Himachal Pradesh,Rainy,Under Construction,3,Mechanical Failure
2021-11-22,Afternoon,Karnataka,Rainy,Fine,2,Driver Fatigue
2003-05-10,Evening,Rajasthan,Clear,Fine,1,Drunk Driving
2019-11-10,Night,Goa,Clear,Rough,6,Poor Visibility
2014-08-25,Morning,Uttar Pradesh,Rainy,Fine,1,Driver Fatigue
2001-11-05,Evening,Uttarakhand,Rainy,Fine,9,Poor Visibility
2005-06-25,Night,Meghalaya,Foggy,Rough,5,Mechanical Failure
2020-05-05,Afternoon,West Bengal,Foggy,Rough,10,Drunk Driving
2020-02-26,Evening,Maharashtra,Clear,Rough,1,Distracted Driving
2010-08-02,Night,Sikkim,Clear,Under Construction,8,Drunk Driving
2015-02-10,Afternoon,Tamil Nadu,Clear,Fine,4,Mechanical Failure
2010-08-29,Night,Andhra Pradesh,Rainy,Fine,7,Reckless Driving
2016-01-27,Afternoon,Maharashtra,Rainy,Fine,4,Weather Conditions
2010-02-27,Afternoon,Arunachal Pradesh,Rainy,Under Construction,6,Road Conditions
2003-07-24,Morning,Assam,Rainy,Fine,4,Road Conditions
2001-02-16,Morning,Sikkim,Clear,Under Construction,1,Drunk Driving
2005-03-17,Night,Karnataka,Rainy,Rough,7,Weather Conditions
2014-11-15,Afternoon,Telangana,Rainy,Fine,6,Road Conditions
2018-10-26,Afternoon,Uttar Pradesh,Foggy,Rough,2,Poor Visibility
2017-05-12,Night,Maharashtra,Foggy,Under Construction,5,Mechanical Failure
2012-07-17,Afternoon,Chhattisgarh,Foggy,Under Construction,4,Driver Fatigue
2017-04-16,Night,Uttar Pradesh,Rainy,Under Construction,5,Speeding
2002-10-16,Morning,Mizoram,Clear,Under Construction,9,Distracted Driving
2001-02-01,Morning,Kerala,Clear,Fine,5,Weather Conditions
2003-07-12,Afternoon,Haryana,Clear,Rough,10,Mechanical Failure
2009-03-12,Afternoon,Arunachal Pradesh,Foggy,Under Construction,9,Driver Fatigue
2008-08-01,Night,Andhra Pradesh,Rainy,Fine,0,Poor Visibility
2010-12-23,Night,Goa,Foggy,Fine,10,Mechanical Failure
2012-04-23,Night,Manipur,Clear,Rough,8,Weather Conditions
2006-07-05,Night,Assam,Clear,Rough,4,Driver Fatigue
2001-11-24,Evening,Tamil Nadu,Foggy,Fine,7,Driver Fatigue
2002-09-08,Evening,West Bengal,Rainy,Rough,4,Reckless Driving
2003-01-02,Morning,Chhattisgarh,Clear,Fine,8,Drunk Driving
2010-04-06,Morning,Sikkim,Rainy,Rough,3,Driver Fatigue
2003-11-28,Morning,Uttar Pradesh,Clear,Fine,1,Weather Conditions
2022-08-09,Afternoon,Bihar,Foggy,Under Construction,6,Drunk Driving
2012-06-12,Morning,Kerala,Foggy,Fine,2,Poor Visibility
2022-08-25,Night,Mizoram,Rainy,Under Construction,0,Poor Visibility
2012-12-03,Evening,Chhattisgarh,Rainy,Rough,6,Mechanical Failure
2005-09-19,Morning,Maharashtra,Rainy,Fine,6,Road Conditions
2015-05-24,Night,Meghalaya,Clear,Rough,8,Distracted Driving
2004-04-14,Night,Goa,Foggy,Under Construction,7,Speeding
2020-07-23,Evening,Haryana,Clear,Under Construction,10,Poor Visibility
2001-10-07,Night,Chhattisgarh,Rainy,Rough,5,Speeding
2016-01-24,Afternoon,Uttarakhand,Rainy,Fine,4,Reckless Driving
2002-11-19,Afternoon,West Bengal,Foggy,Rough,5,Speeding
2020-03-16,Evening,Nagaland,Clear,Fine,2,Driver Fatigue
2011-06-13,Night,Arunachal Pradesh,Rainy,Under Construction,4,Distracted Driving
2023-07-12,Afternoon,Mizoram,Foggy,Under Construction,1,Weather Conditions
2002-08-01,Night,Gujarat,Rainy,Rough,8,Weather Conditions
2013-04-23,Afternoon,Rajasthan,Rainy,Fine,3,Reckless Driving
2023-07-10,Evening,Chhattisgarh,Rainy,Under Construction,0,Road Conditions
2021-04-02,Night,Uttar Pradesh,Foggy,Under Construction,9,Drunk Driving
2013-05-06,Morning,Tripura,Foggy,Fine,9,Poor Visibility
2004-10-30,Afternoon,Odisha,Rainy,Under Construction,8,Speeding
2021-09-23,Night,Punjab,Rainy,Rough,3,Reckless Driving
2011-06-14,Morning,Tamil Nadu,Rainy,Fine,1,Road Conditions
2015-09-06,Evening,Telangana,Foggy,Under Construction,1,Weather Conditions
2018-03-02,Evening,Telangana,Rainy,Fine,9,Reckless Driving
2019-10-22,Evening,Himachal Pradesh,Foggy,Fine,7,Distracted Driving
2013-07-29,Evening,Tamil Nadu,Rainy,Under Construction,3,Poor Visibility
2019-06-08,Evening,Andhra Pradesh,Clear,Fine,7,Reckless Driving
2003-05-22,Night,Bihar,Rainy,Under Construction,3,Reckless Driving
2007-09-06,Morning,Sikkim,Clear,Under Construction,10,Reckless Driving
2010-04-05,Morning,Assam,Rainy,Under Construction,3,Road Conditions
2000-03-25,Morning,Jharkhand,Clear,Under Construction,7,Poor Visibility
2023-05-29,Morning,Kerala,Clear,Rough,9,Mechanical Failure
2012-11-01,Evening,Meghalaya,Rainy,Fine,0,Weather Conditions
2020-06-18,Evening,Jharkhand,Foggy,Rough,2,Distracted Driving
2008-12-06,Evening,Arunachal Pradesh,Clear,Rough,2,Driver Fatigue
2001-03-11,Morning,Bihar,Rainy,Under Construction,3,Driver Fatigue
2022-09-06,Night,Jharkhand,Rainy,Rough,9,Reckless Driving
2014-07-25,Night,Telangana,Clear,Fine,9,Reckless Driving
2020-05-05,Afternoon,Sikkim,Foggy,Under Construction,2,Road Conditions
2000-10-01,Evening,Tamil Nadu,Rainy,Fine,7,Driver Fatigue
2000-03-11,Evening,Rajasthan,Foggy,Under Construction,6,Mechanical Failure
2016-11-13,Afternoon,Andhra Pradesh,Foggy,Rough,4,Weather Conditions
2009-04-29,Morning,Mizoram,Rainy,Rough,3,Weather Conditions
2007-05-12,Evening,Arunachal Pradesh,Clear,Under Construction,6,Drunk Driving
2003-01-17,Morning,Rajasthan,Clear,Fine,3,Road Conditions
2012-02-19,Afternoon,Karnataka,Foggy,Under Construction,8,Drunk Driving
2014-12-05,Afternoon,Odisha,Rainy,Fine,1,Distracted Driving
2000-05-03,Morning,Goa,Foggy,Rough,6,Mechanical Failure
2008-01-06,Evening,Uttarakhand,Foggy,Under Construction,6,Poor Visibility
2020-05-08,Morning,Assam,Clear,Fine,0,Mechanical Failure
2018-12-11,Night,Uttarakhand,Clear,Rough,3,Mechanical Failure
2012-03-15,Night,Tamil Nadu,Rainy,Rough,1,Drunk Driving
2019-06-29,Morning,Bihar,Clear,Rough,2,Road Conditions
2015-09-15,Afternoon,Jharkhand,Clear,Under Construction,0,Poor Visibility
2002-06-24,Night,Sikkim,Clear,Rough,3,Driver Fatigue
2011-07-15,Afternoon,West Bengal,Foggy,Under Construction,2,Road Conditions
2000-03-06,Afternoon,Chhattisgarh,Foggy,Under Construction,9,Driver Fatigue
2012-03-17,Night,Madhya Pradesh,Rainy,Rough,1,Driver Fatigue
2002-09-29,Night,Rajasthan,Foggy,Rough,8,Driver Fatigue
2008-05-11,Morning,Odisha,Clear,Under Construction,2,Reckless Driving
2004-12-01,Afternoon,Goa,Clear,Fine,3,Mechanical Failure
2001-01-10,Evening,Mizoram,Foggy,Fine,4,Mechanical Failure
2012-01-04,Night,Goa,Foggy,Under Construction,1,Reckless Driving
2022-12-28,Morning,Uttar Pradesh,Clear,Under Construction,2,Weather Conditions
2001-11-05,Night,Tamil Nadu,Clear,Fine,4,Distracted Driving
2003-05-08,Afternoon,Goa,Rainy,Under Construction,5,Weather Conditions
2009-04-22,Night,Goa,Foggy,Rough,10,Weather Conditions
2008-08-02,Afternoon,Telangana,Foggy,Fine,8,Distracted Driving
2011-01-21,Night,Rajasthan,Foggy,Under Construction,1,Driver Fatigue
2013-12-18,Morning,Goa,Foggy,Under Construction,7,Road Conditions
2002-08-28,Night,Haryana,Foggy,Rough,2,Speeding
2006-06-13,Afternoon,Uttarakhand,Rainy,Rough,10,Poor Visibility
2013-03-10,Night,Haryana,Clear,Rough,0,Driver Fatigue
2018-06-07,Night,Maharashtra,Rainy,Fine,1,Speeding
2020-09-16,Night,Chhattisgarh,Clear,Under Construction,3,Mechanical Failure
2016-05-09,Afternoon,Jharkhand,Clear,Fine,2,Driver Fatigue
2023-04-13,Afternoon,Rajasthan,Rainy,Fine,3,Weather Conditions
2015-09-10,Night,West Bengal,Foggy,Fine,1,Road Conditions
2011-09-21,Night,Telangana,Foggy,Fine,5,Driver Fatigue
2021-09-06,Night,Gujarat,Foggy,Fine,5,Driver Fatigue
2008-12-14,Night,Andhra Pradesh,Rainy,Under Construction,3,Mechanical Failure
2023-09-18,Afternoon,Maharashtra,Clear,Rough,1,Driver Fatigue
2017-10-30,Morning,Odisha,Clear,Under Construction,2,Driver Fatigue
2014-02-12,Afternoon,Nagaland,Clear,Rough,10,Weather Conditions
2017-02-25,Morning,Tamil Nadu,Rainy,Under Construction,2,Drunk Driving
2006-01-10,Morning,Arunachal Pradesh,Foggy,Under Construction,5,Drunk Driving
2018-08-13,Evening,Madhya Pradesh,Clear,Rough,6,Distracted Driving
2012-08-28,Afternoon,Goa,Rainy,Rough,8,Speeding
2018-08-25,Afternoon,Mizoram,Rainy,Fine,6,Distracted Driving
2023-06-22,Afternoon,Nagaland,Foggy,Fine,1,Weather Conditions
2014-10-25,Night,Mizoram,Clear,Under Construction,7,Distracted Driving
2016-12-23,Evening,Manipur,Clear,Fine,1,Driver Fatigue
2014-07-05,Night,Assam,Foggy,Fine,7,Poor Visibility
2015-02-06,Morning,Tamil Nadu,Clear,Rough,4,Distracted Driving
2012-04-05,Evening,Madhya Pradesh,Foggy,Fine,8,Road Conditions
2002-12-28,Night,Madhya Pradesh,Clear,Fine,0,Distracted Driving
2008-11-26,Evening,Haryana,Rainy,Rough,8,Road Conditions
2005-09-13,Afternoon,Arunachal Pradesh,Foggy,Rough,6,Reckless Driving
2004-11-04,Afternoon,Manipur,Foggy,Under Construction,7,Drunk Driving
2001-11-13,Night,Gujarat,Foggy,Fine,0,Distracted Driving
2007-02-04,Morning,Manipur,Clear,Rough,8,Distracted Driving
2002-04-13,Night,Rajasthan,Foggy,Rough,1,Speeding
2010-04-25,Afternoon,Tripura,Foggy,Rough,3,Weather Conditions
2017-04-25,Afternoon,Nagaland,Rainy,Under Construction,10,Speeding
2016-09-23,Night,Andhra Pradesh,Foggy,Under Construction,0,Speeding
2011-02-03,Morning,Telangana,Foggy,Under Construction,10,Distracted Driving
2002-06-12,Night,Assam,Foggy,Fine,10,Poor Visibility
2020-03-02,Evening,Manipur,Clear,Fine,5,Reckless Driving
2015-05-19,Night,Madhya Pradesh,Clear,Rough,1,Mechanical Failure
2018-07-17,Evening,Meghalaya,Clear,Under Construction,9,Weather Conditions
2022-01-25,Night,Gujarat,Foggy,Rough,3,Distracted Driving
2012-01-17,Night,Gujarat,Rainy,Under Construction,7,Reckless Driving
2003-06-24,Morning,Telangana,Foggy,Fine,6,Poor Visibility
2007-01-31,Morning,Punjab,Foggy,Fine,1,Distracted Driving
2007-04-02,Afternoon,Tripura,Rainy,Fine,9,Mechanical Failure
2018-08-28,Afternoon,Tripura,Rainy,Rough,10,Road Conditions
2005-07-12,Evening,Punjab,Rainy,Rough,7,Reckless Driving
2006-01-24,Evening,Jharkhand,Foggy,Rough,1,Drunk Driving
2017-12-28,Night,Manipur,Clear,Under Construction,6,Weather Conditions
2005-10-12,Morning,Nagaland,Clear,Fine,1,Driver Fatigue
2014-10-11,Morning,Himachal Pradesh,Foggy,Under Construction,8,Weather Conditions
2002-07-20,Morning,Mizoram,Rainy,Fine,4,Speeding
2008-01-30,Night,Tripura,Foggy,Fine,9,Road Conditions
2018-03-11,Evening,Bihar,Foggy,Fine,9,Weather Conditions
2008-08-16,Afternoon,Bihar,Clear,Fine,6,Reckless Driving
2014-06-29,Night,Rajasthan,Foggy,Fine,5,Drunk Driving
2017-06-23,Morning,Odisha,Foggy,Rough,6,Road Conditions
2007-08-13,Night,Rajasthan,Clear,Under Construction,7,Road Conditions
2020-10-05,Afternoon,Nagaland,Clear,Rough,7,Distracted Driving
2002-05-16,Evening,Tamil Nadu,Foggy,Rough,3,Distracted Driving
2010-12-07,Morning,Andhra Pradesh,Clear,Fine,9,Speeding
2009-05-11,Afternoon,Bihar,Foggy,Under Construction,0,Mechanical Failure
2006-09-18,Evening,Nagaland,Rainy,Rough,4,Road Conditions
2018-01-12,Night,Sikkim,Foggy,Fine,5,Mechanical Failure
2013-08-16,Night,Chhattisgarh,Clear,Rough,2,Mechanical Failure
2010-09-05,Night,Punjab,Rainy,Rough,7,Weather Conditions
2006-03-19,Morning,Bihar,Rainy,Fine,9,Mechanical Failure
2007-01-08,Evening,Assam,Clear,Under Construction,2,Driver Fatigue
2023-09-29,Evening,Madhya Pradesh,Rainy,Rough,1,Mechanical Failure
2009-12-18,Morning,Sikkim,Rainy,Rough,5,Speeding
2019-06-21,Morning,Madhya Pradesh,Foggy,Under Construction,3,Mechanical Failure
2007-03-27,Night,Bihar,Clear,Rough,10,Distracted Driving
2012-06-05,Morning,Uttar Pradesh,Rainy,Under Construction,1,Distracted Driving
